6.015186309814453125e-01 3.984815478324890137e-01
8.976914733648300171e-02 9.102308750152587891e-01
1.846518963575363159e-01 8.153482675552368164e-01
6.697165369987487793e-01 3.302837312221527100e-01
6.528396159410476685e-03 9.934717416763305664e-01
2.194295972585678101e-01 7.805705070495605469e-01
2.438284456729888916e-01 7.561716437339782715e-01
9.924739599227905273e-01 7.525996305048465729e-03
1.405701935291290283e-01 8.594300746917724609e-01
8.956210315227508545e-02 9.104379415512084961e-01
1.868172585964202881e-01 8.131830096244812012e-01
9.449741244316101074e-01 5.502564832568168640e-02
9.902666807174682617e-01 9.733552113175392151e-03
8.733004927635192871e-01 1.266997158527374268e-01
7.283747196197509766e-03 9.927163124084472656e-01
9.963881969451904297e-01 3.611683845520019531e-03
6.107712909579277039e-02 9.389228820800781250e-01
5.063763856887817383e-01 4.936237931251525879e-01
9.981340169906616211e-01 1.866032602265477180e-03
9.654465913772583008e-01 3.455376252532005310e-02
3.386228159070014954e-02 9.661377668380737305e-01
1.761039532721042633e-02 9.823894500732421875e-01
5.295626521110534668e-01 4.704373478889465332e-01
4.508593678474426270e-02 9.549140930175781250e-01
1.319969892501831055e-01 8.680030107498168945e-01
1.385344117879867554e-01 8.614656925201416016e-01
8.987645506858825684e-01 1.012355610728263855e-01
2.323683351278305054e-02 9.767633676528930664e-01
1.239791512489318848e-01 8.760207891464233398e-01
9.609438776969909668e-01 3.905629366636276245e-02
9.151732549071311951e-03 9.908481836318969727e-01
3.967239260673522949e-01 6.032761335372924805e-01
6.423492431640625000e-01 3.576507568359375000e-01
9.968971610069274902e-01 3.102836897596716881e-03
6.888726949691772461e-01 3.111275434494018555e-01
9.717842340469360352e-01 2.821570634841918945e-02
1.343376338481903076e-01 8.656624555587768555e-01
3.908405452966690063e-02 9.609160423278808594e-01
6.044408679008483887e-01 3.955591320991516113e-01
9.979728460311889648e-01 2.027269452810287476e-03
1.009640004485845566e-02 9.899036288261413574e-01
1.118823289871215820e-01 8.881177306175231934e-01
9.590286612510681152e-01 4.097118973731994629e-02
8.686040341854095459e-02 9.131397604942321777e-01
3.263259306550025940e-02 9.673674106597900391e-01
5.369648933410644531e-01 4.630351662635803223e-01
9.605967998504638672e-01 3.940335288643836975e-02
9.983643293380737305e-01 1.635619439184665680e-03
9.940645098686218262e-01 5.935545545071363449e-03
3.638596236705780029e-01 6.361403465270996094e-01
9.632119536399841309e-01 3.678813576698303223e-02
9.786299467086791992e-01 2.137016318738460541e-02
8.810113370418548584e-02 9.118988513946533203e-01
1.277985274791717529e-01 8.722016215324401855e-01
2.142882645130157471e-01 7.857118844985961914e-01
8.723017573356628418e-01 1.276983916759490967e-01
4.023634195327758789e-01 5.976365208625793457e-01
3.110068440437316895e-01 6.889934539794921875e-01
9.188785552978515625e-01 8.112177997827529907e-02
9.387583732604980469e-01 6.124162673950195312e-02
9.537676572799682617e-01 4.623224958777427673e-02
9.450978040695190430e-01 5.490234494209289551e-02
1.197249256074428558e-02 9.880275130271911621e-01
9.476743936538696289e-01 5.232572555541992188e-02
9.621345400810241699e-01 3.786574304103851318e-02
2.712983638048171997e-02 9.728700518608093262e-01
6.555659174919128418e-01 3.444339931011199951e-01
