7.150049787014722824e-04 9.493010293226689100e-05 1.078139543533325195e-01 1.124776005744934082e-01 9.618310257792472839e-03 5.734663829207420349e-02 2.615155652165412903e-03 7.090835571289062500e-01 9.267839777749031782e-05 1.421778288204222918e-04
6.847509145736694336e-01 8.538737893104553223e-02 6.429336033761501312e-03 4.651241004467010498e-03 5.788006819784641266e-04 1.183859538286924362e-03 4.257444234099239111e-04 2.863919548690319061e-02 5.701006948947906494e-02 1.309436857700347900e-01
5.475324087456101552e-07 7.594017006340436637e-07 2.151510416297242045e-04 1.416713416801940184e-06 2.454465538903605193e-05 1.584754727446124889e-06 9.997475147247314453e-01 2.644550249897292815e-06 1.422927198291290551e-06 4.430578883329872042e-06
9.357959032058715820e-03 4.356686840765178204e-04 2.110985769832041115e-05 2.555669743742328137e-05 5.183879238757072017e-06 5.338342361937975511e-06 4.180402902420610189e-05 1.228790915774879977e-05 1.315969042479991913e-02 9.769353866577148438e-01
1.551266468595713377e-04 3.490822855383157730e-04 6.954371929168701172e-02 4.726114124059677124e-02 3.796627745032310486e-02 5.063275694847106934e-01 9.836989454925060272e-03 3.278370201587677002e-01 4.635634832084178925e-04 2.595407422631978989e-04
1.314260862272931263e-05 9.999045133590698242e-01 1.084570953935326543e-06 2.312429842277197167e-06 1.190085185953648761e-07 1.864701403064827900e-06 9.971657846108428203e-07 8.686681667313678190e-07 1.993058049265528098e-06 7.317816925933584571e-05
1.666776188358198851e-05 3.055376055272063240e-06 1.344397896900773048e-03 4.559974058793159202e-06 6.668196874670684338e-06 2.316436075489036739e-05 4.570710189000237733e-06 9.985908269882202148e-01 1.978286036319332197e-06 4.218915819365065545e-06
8.590041399002075195e-01 1.930069923400878906e-02 3.736962331458926201e-03 2.450839383527636528e-05 2.081462662317790091e-05 3.711268072947859764e-05 2.214802429080009460e-03 2.844516529876273125e-05 1.115182340145111084e-01 4.114396870136260986e-03
8.231914835050702095e-04 1.193173666251823306e-04 1.313077984377741814e-03 6.212765574455261230e-01 6.409685593098402023e-04 3.669913709163665771e-01 1.716084370855242014e-04 4.665412940084934235e-03 3.838842734694480896e-03 1.597304362803697586e-04
2.066471788566559553e-04 2.352646515646483749e-05 6.134336590766906738e-01 1.567615254316478968e-04 3.661533296108245850e-01 2.638235164340585470e-04 1.081119553418830037e-04 1.938192732632160187e-02 1.855038572102785110e-04 8.679046004544943571e-05
6.554823812621179968e-07 1.767702883626043331e-06 1.134362264565424994e-06 2.659619894984643906e-06 4.921037907479330897e-05 2.089303889079019427e-04 1.868335630206274800e-06 9.997311830520629883e-01 1.131236786022782326e-06 1.493559238952002488e-06
4.092292329005431384e-06 8.560452329220424872e-07 9.995828866958618164e-01 5.330040949047543108e-06 2.362164377700537443e-05 4.502552201302023605e-06 3.728102892637252808e-04 1.835538455452478956e-06 2.016142389038577676e-06 2.119852297255420126e-06
7.005840889178216457e-04 3.754555791601887904e-06 2.956998650915920734e-05 1.008928520604968071e-04 2.479375107213854790e-04 1.477642799727618694e-03 2.419086922600399703e-05 9.972944259643554688e-01 1.021168645820580423e-04 1.886640711745712906e-05
1.143349218182265759e-04 2.390756830573081970e-02 2.693047099455725402e-05 4.319281433708965778e-04 7.219040980999125168e-06 2.859721891582012177e-03 6.091276736697182059e-05 1.453594770282506943e-03 3.829047273029573262e-05 9.710995554924011230e-01
3.185600042343139648e-02 2.138218551408499479e-04 9.150327444076538086e-01 4.801861941814422607e-03 1.951725571416318417e-03 2.770996186882257462e-03 1.883867755532264709e-02 9.800250642001628876e-03 1.368603762239217758e-02 1.047943136654794216e-03
9.216295182704925537e-02 4.042404179926961660e-04 8.103731088340282440e-03 1.251493813470005989e-03 6.402152590453624725e-03 6.404583691619336605e-04 2.951080678030848503e-04 9.619817137718200684e-03 6.042191982269287109e-01 2.769009470939636230e-01
